,Unnamed: 0,wav_filename,wav_filesize,transcript,ds_preds,sp_preds,ds_wer,sp_wer,google_preds,google_wer
382,5091,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/bengali_male_english/bengali_male_english/wav/c0518.wav,471352,the food was left for him but no man would go near him,the food was left for him but no man would go near him,the food was left for him but no man would go near him,0.0,0.0,the food was late for him but no man would go near him,0.07692307692307693
383,1128,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/tamil_female_english/english/wav/b0237.wav,349478,they just lay off in the bush and plugged away,they just lie off in the bush and plugged the way,they just lay off in the bush and plugged away,0.3,0.0,they just lie off in the bush and plugged away,0.1
384,3043,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/hindi_female_english/english/wav/engtext_1883.wav,720664,even without asking offer good advice to him whom you want to protect from indignity said our elders,he went without asking offered good advice to him whom you want to protect from indignity said our elders,even without asking offer good advice to him whom you want to protect from indignity said our elders,0.16666666666666666,0.0,even without asking offer good advice to him whom you want to protect from indignity set our elders,0.05555555555555555
385,2038,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/malayalam_female_english/english/wav/07_F_set_14_E_171.wav,1325992,white took the elephant king one night to the lake and showed the reflection of the moon in the lake and said here he is our king the moon,white to be alicant gang one night to the lake and see the reflection of the moon in the lake and said here he is our king the moon,white took the elephant king one night to the lake and showed the reflection of the moon in the lake and said her he is our king the moon,0.1724137931034483,0.03448275862068965,white took the Elephant King one night to the lake and showed the reflection of the moon in the lake and said here he is our King the Moon,0.0
386,643,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/malayalam_female_english/english/wav/07_F_set_16_E_073.wav,862048,the kite addressed the sage and said sage you have hit me with a stone which is not proper,the guide addressed the sage and said see you have hit me with a stone which is not proper,the kite addressed the sage and said sage you have hit me with a stone which is not proper,0.10526315789473684,0.0,the kite address the sage and said see you have hit me with a stone which is not proper,0.10526315789473684
387,5788,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/tamil_female_english/english/wav/h1027.wav,409964,wanting to take revenge against him they accused him of fraud before the mayor,wanting to take revenge against him they accused him of fraud before the mayor,wanting to take revenge against in a custom of from before the mayor,0.0,0.35714285714285715,wanting to take revenge against him they accused him of fraud before the mayor,0.0
388,1464,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/tamil_male_english/english/wav/e0526.wav,337964,because once lost love never returns,because once lost love never returns,because once lost love never returns,0.0,0.0,because once lost love never returns,0.0
389,4941,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/kannada_male_english/english/wav/arctic_a0445.wav,285416,the creative joy i murmured,age do joy i murmur,the pit you joy repied murmured,0.6,0.6,the key to Joy is my mother,1.0
390,406,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/bengali_male_english/bengali_male_english/wav/c0757.wav,312622,oh easily answered the crane,oh easily answered the crane,oh easily answered the crane,0.0,0.0,off easily answered the crane,0.2
391,398,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/malayalam_male_english/english/wav/06_M_set_07_E_152.wav,728996,shaam at once hurried back to bullock and told him to stop bellowing and come and meet his king,some at once hurried back to bullock and told him to stop bellowing and come and meet his king,shaam at once hurried back to bullock man pulling jish or bellowing and come and meet his king,0.05263157894736842,0.2631578947368421,some at once headed back to Bullock and told him to stop blowing and come and meet this thing,0.2631578947368421
392,3583,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/tamil_female_english/english/wav/g0894.wav,329118,the door opened and jim stepped in and closed it,the door opened and jim stepped in and closed it,the doe opinion jim stepped anando sit,0.0,0.7,the door opened and Jim stepped in and closed it,0.0
393,2253,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/tamil_male_english/english/wav/e0750.wav,559730,that would alert his hosts so he thought it was better to be outside the fort,that would alert his host so he thought was better to be outside the fort,that would alert his hosts treat ought to better to be outside the food,0.125,0.375,that would alert his hosts so he thought it was better to be outside the phone,0.0625
394,1754,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/rajasthani_female_english/english/wav/a0018.wav,172794,there was a change now,there was a change now,there was a change now,0.0,0.0,deposit change now,0.6
395,6806,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/telugu_male_english/telugu_male_english/wav/text0308.wav,307060,i also started vandal fighting now and then,i also started and fighting now and then,paw so started vandal fighting now and then,0.125,0.25,I also started vandals fighting now and then,0.125
396,2739,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/tamil_male_english/english/wav/h0752.wav,723884,the second night the princess sent her chambermaid who was to see if she would be more successful in listening but she failed too,the second night the princess in her chamber met who was to see if she would be more successful in listening but she failed to,the sultan of the princess into chambermaid who was to see issue below successful in listening which fail to,0.16666666666666666,0.5416666666666666,the second night the princess sent her chambermaid who was to see if she would be most successful in listening but she failed to,0.08333333333333333
397,9892,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/tamil_male_english/english/wav/e0211.wav,431084,i have seen the hunters taking a good catch of food and going the way they came,i have seen the hunter taking a good catch of food going the way they came,i have seen hunters taking good virtue food going the way they came,0.1176470588235294,0.29411764705882354,I have Cindy Hunters taking a good catch of food going the way they came,0.17647058823529413
398,3501,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/tamil_male_english/english/wav/c0150.wav,733478,the family had once been rich but now the only thing they had left of all their riches was a golden bowl,the family had once been rich but the only thing they had left for all their riches was a golden bow,the family had once been rich but the on retained they had left photo brave riches was a golden bowl,0.13636363636363635,0.2727272727272727,the family had ones beans rich but the only thing they had left for all their riches was a golden Bell,0.22727272727272727
399,9592,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/malayalam_male_english/english/wav/06_M_set_13_E_126.wav,534846,destiny asked action the weaver is not destined to live in luxury,the tiny as taction the livery now distinctly in actually,destiny asked action the weaver is not destined to live in luxury,0.9166666666666666,0.0,Destiny OST action the river is not destined to live in luxury,0.16666666666666666
400,8753,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/hindi_male_english/english/wav/engtext_2310.wav,706750,though you are talking like a learned man you forget that learned men do not think of the past or the dead,go you are talking like a learned man you forget that learned men do not think of the past of the dead,do you are talking like learn again you forget that learned a bent not think of the past or the dead,0.09090909090909093,0.2727272727272727,do you are talking like a learned man you forget that landed men do not think of the past or the Dead,0.09090909090909091
401,9010,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/assamese_female_english/english/wav/ASF001-EN-ST235U7.wav,557804,only a few days before he was operated,only a few days before he was operated,only a few days before he was operated,0.0,0.0,only a few days before he was operated,0.0
402,3731,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/kannada_female_english/english/wav/engtext_387.wav,603356,but the other rabbit ran after him begging to know what was the matter,my other rabbit ran after him begging to know what was the matter,but the other rabbit ran after him begging to know what was the matter,0.14285714285714285,0.0,but the other rabbit run after him begin to know what was the matter,0.14285714285714285
403,4775,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/manipuri_female_english/english/wav/eng_text_a439-1.wav,399260,at sea wednesday march eighteen ,as witness the marsh a tin,at sea when escape mercy a change,1.2,1.0,Etsy witness day March 18th,0.8
404,5608,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/kannada_male_english/english/wav/engtext_2902.wav,294194,forget the loss of wealth and shelter,one got the laws of welt and shatter,forget the loss of wealth and shelter,0.7142857142857143,0.0,forget the loss of wealth and shelter,0.0
405,6205,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/assamese_male_english/english/wav/ASM001-EN-ST31U11.wav,239430,mr dutta do you have enough,mister doctor do you have enough,mister barber to you have enough,0.3333333333333333,0.5,mr. Oh do you have enough,0.16666666666666666
406,2091,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/tamil_male_english/english/wav/g0113.wav,595244,after many years my sons wife passed way and in grief he left home and has not been found yet,the many years my son's wife faster and in grieved he left home and has not been found yet,after many years my sons were firstrate limb grief he left home in the robin from it,0.25,0.55,if the many yes my son's wife passed away I didn't grieve he left home and has not been found yet,0.4
407,451,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/gujarati_male_english/english/wav/Arctic_a0067.wav,514990,surely i will excuse you she cried,surely i will excuse you she cried,surely he i will excuse you she cried,0.0,0.14285714285714285,surely I will excuse you she cried,0.0
408,8360,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/malayalam_male_english/english/wav/06_M_artic_01_105.wav,563918,only it is so wonderful so almost impossible to believe,only it is so wonderful so almost impossible to believe,we repeated show wonderful so almost impossible to believe,0.0,0.4,Wally it is so wonderful so almost impossible to believe,0.1
409,4028,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/manipuri_female_english/english/wav/eng_text_286-1.wav,311084,next morning he continued ,next morning he continued,he lets mornings he continued,0.0,0.75,next morning he continued,0.0
410,8502,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/kannada_female_english/english/wav/engtext_276.wav,515882,they had thrown away the water that was left the night before,they had thrown away the water that was left the night before,they had thrown away the water that was left the night before,0.0,0.0,they had thrown away the water that was left the night before,0.0
411,6213,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/kannada_male_english/english/wav/engtext_197.wav,379086,how could i i have no wings said the turtle,how could i i have no wings said the dirty,how could kali i have no wings said the turtle,0.1,0.1,how could I I have no things set the turkey,0.3
412,2439,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/tamil_male_english/english/wav/e0077.wav,348524,he also crowned peter as the ruler of those villages,he also crowned peter as the ruler of those villages,you should crowned peter as the ruler of those will just,0.0,0.4,he also Crown Pizza acid ruler of those villages,0.4
413,2929,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/tamil_female_english/english/wav/e0013.wav,566450,she told one of her maids it is your job to see that both of us meet,she told one of her maids it is your job to see that both of his meat,she told one of her maids it is your job to see that both of his meat,0.1176470588235294,0.1176470588235294,she told one of her Maids it is your job to see that both of his meat,0.11764705882352941
414,1959,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/hindi_male_english/english/wav/arctic_a0098.wav,154200,shall i carry you,shall i get you,shall i carry you,0.25,0.0,shall I carry you,0.0
415,7015,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/gujarati_female_english/english/wav/e0937.wav,630224,it was now time for the king to know everything about dutta ,it was now time for the king to know every thing about that to,it was now time for the king do not have everything about dutta,0.3333333333333333,0.25,it was now time for the king to know everything about the te,0.16666666666666666
416,8939,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/malayalam_female_english/english/wav/07_F_set_06_E_051.wav,471598,timmarusu was in confusion and did not know how to stop the king,maso was in confusion and did not know how to stop the king,timmarusu was in confusion and in law more how to stop the king,0.07692307692307693,0.2307692307692308,Damaris who was in confusion and did not know how to stop the king,0.15384615384615385
417,5818,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/assamese_male_english/english/wav/ASM001-EN-ST154U18.wav,369928,what you are doing is a waste time,what you are doing i waste time,what you were doing it was time,0.25,0.5,what you are doing is waste time,0.125
418,2204,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/manipuri_female_english/english/wav/eng_text_123-4.wav,319724,including the lion,in blue then the lion,including the lion,1.0,0.0,including the lion,0.0
419,9058,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/malayalam_female_english/english/wav/07_F_set_04_E_100.wav,638426,i want to hire him to help my oxen pull these wagons across the river,i want to hire him to help my oxen pull these wagons across the river,i want to hire emma to help my oxen pull these occasions across the river,0.0,0.13333333333333333,I want to hire him to help my oxen pull these wagons across the river,0.0
420,7525,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/assamese_male_english/english/wav/ASM001-EN-ST279U42.wav,229484,as to the king and queen,as to the king and queen,as to the king and queen,0.0,0.0,as to the king and queen,0.0
421,656,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/tamil_male_english/english/wav/h0582.wav,301478,no true word ever comes out of his mouth,no true word ever comes out of his mouth,no you would emma concern it is no,0.0,0.8888888888888888,no true word ever comes out of his mouth,0.0
422,5331,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/bengali_female_english/bengali_femaleenglish/wav/f0729.wav,733560,now this courtier always wanted to be chief minister but this was not possible as birbal filled his position,now this scotia always wanted to be chief minister but this was not possible as table filled his position,the this courtier always wanted to be chief minister but it is not possible as dibble held disposition,0.10526315789473684,0.3684210526315789,now this quote you're always wanted to be chief minister but this is not possible as beautiful since his position,0.2631578947368421
423,1902,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/gujarati_female_english/english/wav/e0045.wav,529948,veena realised her mistake and asked him to leave at once,be not realized her mistake and ask him to leave at once,veena realised her mistake than constantly head once,0.3636363636363637,0.5454545454545454,Vina realized her mistake and asked him to leave at once,0.18181818181818182
424,5085,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/kannada_female_english/english/wav/engtext_1310.wav,562286,yeah please continue i am in fact waiting for that she said,he please continue i am in fact waiting for that she said,yeah please continue i am in fact waiting for that she said,0.08333333333333333,0.0,yeah please continue I am in fact waiting for that she said,0.0
425,9545,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/hindi_female_english/english/wav/engtext_2452.wav,257516,the wicked abhor the virtuous,to begin a hold the virtuous,the wickedness on the virtuous,0.8,0.4,The Weeknd abhor the virtuous,0.2
426,3647,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/malayalam_male_english/english/wav/06_M_set_17_E_174.wav,222548,your brothers are also young,our brothers are all so young,your brothers are or cholan,0.6,0.4,you are brothers are all so young,0.8
427,3432,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/hindi_male_english/english/wav/engtext_1673.wav,997494,the elders have always said that the stupid person who offers uncalled advice to the king invites not only insult but also deceit said ram,he had dared have always said that the stupid person who offers unguarded by his to the king in bits not only insult but also deceit said ram,the elders have always said that the stupid person who offers uncalled air by some to the king invites not only nestled broadwood seat said from,0.32,0.32,the Enders have always said that the stupid person who offers uncalled advice to the king invites not only insult but also de-seed set dram,0.16
428,8195,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/assamese_female_english/english/wav/ASF001-EN-ST196U11.wav,586966,and fly asked rudy here goes said lenny,and fly ox ruddy here goes said leni,and flight asked rudy yet goes said lenny,0.375,0.25,and fly I asked Rudy here goes sit Lenny,0.25
429,4431,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/telugu_male_english/telugu_male_english/wav/text1332.wav,237612,typhoid did i tell you,tified did i tell you,typhoid i tell you,0.2,0.2,typhoid did I tell you,0.0
430,8175,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/tamil_male_english/english/wav/g0749.wav,461804,again the golden beast woke up and asked hey grandmother what is the problem with you,in the golden beast walk up and asked a grandmother what is the problem with you,the king would be spoke openness a grandmother what is the problem with you,0.1875,0.5,the game the golden beasts walk up and ask a grandmother what is the problem with you,0.375
431,5062,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/tamil_female_english/english/wav/e0780.wav,380204,the king ordered the bird to be set free,the king ordered the bird to be set free,the king ordered the bird to be set free,0.0,0.0,the king ordered the bird to be set free,0.0
432,7023,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/manipuri_female_english/english/wav/eng_text_2347-3.wav,423404,and deliver their babies there  ,and deliver their babies dear,and the liver them there is this,0.2,1.0,and deliver their babies deer,0.2
433,6402,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/kannada_female_english/english/wav/arctic_a0087.wav,471808,philip bent lower and stared into the face of the dead man,feelin bent lower and stared into the face of the dead man,philip bent lower and stared into the face of the dead man,0.08333333333333333,0.0,Philip bentler and stared into the face of the Deadman,0.3333333333333333
434,2836,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/bengali_male_english/bengali_male_english/wav/d0693.wav,632218,you fool you have created a rift between the two friends,you fool you have created a rift between the two friends,you fool you have created a rift between the two friends,0.0,0.0,you fool you have created a rift between the two friends,0.0
435,8599,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/assamese_female_english/english/wav/ASF001-EN-ST158U29.wav,456248,he had been waiting for his food for the entire day,he had been waiting for his foot or de and the herd,he had been waiting for his foot for the than their daily,0.5454545454545454,0.3636363636363637,he had been waiting for his food for the entire day,0.0
436,3100,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/hindi_male_english/english/wav/engtext_3191.wav,472852,the hares breathe a sigh of relief and lived happily ever after,he has breathed a sigh of relief and live happily ever after,the hares breathed a sigh of relief and lived happily never outer,0.3333333333333333,0.25,the has breathed a sigh of relief and lived happily ever after,0.16666666666666666
437,6000,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/assamese_male_english/english/wav/ASM001-EN-ST48U10.wav,357158,ma has she taken her bath,my has se dicen heart but,ma has cheated in her but,0.8333333333333334,0.5,my has she taken her butt,0.3333333333333333
438,126,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/assamese_female_english/english/wav/ASF001-EN-ST223U18.wav,427244,various pieces of heart joined together,where is bees of heart joined to gather,various pieces of heart joined together,0.8333333333333334,0.0,videos pieces of heart joined together,0.16666666666666666
439,5046,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/rajasthani_male_english/english/wav/a0292.wav,390992,here in the mid morning the first casualty occurred,he in the mid morning the first get well thy occurred,he early in the midmorning the first guarantee occurred,0.4444444444444444,0.5555555555555556,Kia in the mid-morning the first casualty occurred,0.3333333333333333
440,187,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/telugu_female_english/telugu_female_english/wav/text0311.wav,502316,washington grove is known as the town within a forest,washington grow is known as the town within a forest,watching engrosses known as the comic in a forest,0.1,0.5,Washington grow is known as the town within a forest,0.1
441,6871,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/hindi_male_english/english/wav/engtext_3707.wav,892666,the brahmin hiding behind the idol changed his voice and said great devotee you feed your husband daily with good and delicious food,the brown man hiding behind the idol changed his voice and said great devote you feed your husband daily with good and delicious food,the brahmin hiding behind the idol chased his voice and said great devotee you feed your husband daily with good and delicious food,0.13043478260869565,0.043478260869565216,the Brahmin hiding behind the idle changed his voice and said great Deputy you feed your husband daily with good and delicious food,0.08695652173913043
442,9046,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/gujarati_female_english/english/wav/c0797.wav,920818,the swan found that the poor mother was passing a hard time with her daughters,thus swan found tacked up poor mother was passing a hard time with her daughters,the swan found that the pawar mother was passing a hard time with her daughters,0.2,0.06666666666666668,the swan found that the poor mother was passing a hard time with her daughters,0.0
443,2812,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/telugu_male_english/telugu_male_english/wav/EMMA_01120.wav,2408146,what signified her praise she exerted herself and did try to make her comfortable by considering all that had passed as a mere trifle and quite unworthy of being dwelt on it might be distressing for the moment said she but you seem to have behaved extremely well and it is over and may never can never as a first meeting occur again and therefore you need not think about it,what signified her praise exerted herself the tried to make her comfortable by considering all that had passed as a mere trifle quite unworthy of being dwelt on might be distressing for the moment said she but you seem to have behaved extremely well and it is over and may never can never as a first meeting occur again and therefore you need not to think about it,what signified price she exerted herself and tried to make her comfort to by considering all been harass is beautiful and cried emma you being dwelt on in my big is chasing the moment said she received have behaved extremely were and so i am in air can never as first meeting cake regained and therefore you need not think about it,0.09859154929577464,0.4929577464788733,what signified her praise she exerted herself and to try to make her comfortable by considering all that has passed as a mere triple and quite Unworthy of being built on it might be distressing for the moment said she but you seem to have behaved extremely well and it is over and may never can never as a first meeting occur again and therefore you need not to think about it,0.07042253521126761
444,2817,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/malayalam_male_english/english/wav/06_M_set_07_E_063.wav,1151928,sensing the predicament of their king two jackals ram and shaam sons of two dismissed ministers were clueless as to what had happened to their king,sensing the predicament of their king to jacals rum and some son of to dismiss temenis ters where rules as to what had happened to the king,sensing the predicament of their king two jackals ram and shaam sons of two dismissed ministers were clueless as to what had happened to their king,0.4615384615384616,0.0,sensing the predicament of starting to jekyll's RAM and some sons of to dismiss The Minister's we're clueless as to what had happened to their King,0.38461538461538464
445,4487,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/hindi_female_english/english/wav/engtext_2350.wav,725312,as they were entering their native place karan told dharma it is not safe to take home all this wealth,as they were entering their native place crantor had ma it is not safe to take home all this well,as they were entering their native place karan told dharma it is not safe to take home all this wealth,0.2,0.0,"as they were entering their native Place current order, it is not safe to take home all this wealth",0.15
446,4249,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/tamil_female_english/english/wav/c0612.wav,559706,as soon as the moon prince reached waters edge the water sprite called to him and asked him the question,as soon as the more penreath water's edge the water braggart him and ask him the question,as soon of the moon prince reached the waters edge the water sprite called to him anna some the question,0.4,0.25,as soon as the moon Prince reach Water's Edge the water Sprite called to him and ask him the question,0.15
447,1843,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/assamese_female_english/english/wav/ASF001-EN-ST280U49.wav,463724,the sickness increased from day to day,that thickness increased from deep to the,the chick is interested from depew they,0.5714285714285714,0.8571428571428571,the chicken is increased from day-to-day,0.7142857142857143
448,5791,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/tamil_female_english/english/wav/a0322.wav,324524,this is a common experience with all of us,this is a common experience with all of us,this is a common experience with all of his,0.0,0.1111111111111111,this is a common experience with all of us,0.0
449,8119,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/gujarati_female_english/english/wav/c0469.wav,547380,there was no forest the dark line being only clouds,that was no thoughtest that not line mean only clouds,there was no forest the dark line me glow only clouds,0.5,0.2,there was no Forest there dark line being only clouds,0.1
450,947,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/assamese_female_english/english/wav/ASF001-EN-ST21U33.wav,291884,my shadow does that much better,my shadow does dead much better,my shudder the said much better,0.16666666666666666,0.5,my shadow does that much better,0.0
451,1840,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/malayalam_female_english/english/wav/07_F_set_06_E_096.wav,630260,rayar asked her to get the job done with thorough research and of course within the year,it is told to get the job done with thorough and of course within the year,prior pasture to get the job done with arora such a man of course within the young,0.2352941176470588,0.4705882352941176,Riya asked her to get the job done with Turtle research and of course within the year,0.11764705882352941
452,5492,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/assamese_female_english/english/wav/ASF001-EN-ST137U1.wav,668204,but the fraction that strike created remained permanently with us,but that fraction that strike great remained farminly wit as,but the fresh and its try credit remain permanently with as,0.5,0.7,but the fraction that strike created remain permanently with us,0.1
453,5841,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/assamese_female_english/english/wav/ASF001-EN-ST72U24.wav,259202,what made you it was far,what made you eat was far,what made you pick was for,0.16666666666666666,0.3333333333333333,what made you think it was for,0.3333333333333333
454,4006,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/assamese_male_english/english/wav/ASM001-EN-ST142U18.wav,523536,you wait till i return after a discussion with the lion,you wait till i return after a discussion with the lion,you with delight region after a discussion with the lion,0.0,0.3636363636363637,you wait till I returned after a discussion with the lion,0.09090909090909091
455,2007,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/telugu_female_english/telugu_female_english/wav/text1183.wav,395054,macdougall my engineer believes it,men dig my engineer believes it,then the that my engineer believes it,0.4,0.6,McDougal my engineer believes it,0.2
456,1722,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/hindi_male_english/english/wav/arctic_a0438.wav,465654,at sea monday march sixteen nineteen hundred and eight,at sea monday march sixteen nineteen hundred and eight,at sea monday march sixteen nineteen hundred and eight,0.0,0.0,at Sea Monday March 16th 1908,0.5555555555555556
457,9399,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/gujarati_female_english/english/wav/e0483.wav,975262,thinking that he was really carrying a donkey the poor brahmin threw the lamb to the ground and went home,dan dan that he was the only caring a donkey the poor demented the lamp to the ground and went home,thinking that he was really carrying a donkey the poor brahmin threw the lamb to the ground and went home,0.4,0.0,thinking that he was really getting a donkey the poor Grandma threw the lamp to the ground and went home,0.15
458,9860,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/rajasthani_male_english/english/wav/b0455.wav,322862,his reward should have been peace and repose,his reward should have been peace and repose,his reward should have been peace ran repose,0.0,0.125,his reward should have been peace and repose,0.0
459,2487,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/tamil_male_english/english/wav/c0320.wav,717164,the quails lifted the net and flew away with it to the nearest thorn bush where they left it,the quails lifted the net and flew away with it to the nearest town bush where they left it,the quails lifted the net and flew away with it to the nearest thorn bush where they left it,0.05263157894736842,0.0,the quails lifted the net and flew away with it to the nearest thornbush where they left it,0.10526315789473684
460,4463,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/female/kannada_female_english/english/wav/engtext_2739.wav,750800,though severely wounded the boar made a wild charge at the hunter goring him to death,the severely wounded the boar made a wild charge at the hunter going him to death,those severely wounded the boar made a now wild charge at the hunter goring him to death,0.125,0.125,though severely wounded the board made of wild charge at the hunter goading him to death,0.1875
461,5714,/media/aditya/AE02DDA702DD7535/Users/Aditya/Downloads/IndicTTS/resampled/male/assamese_male_english/english/wav/ASM001-EN-ST118U7.wav,486846,and then i must also try to memorize some answers,and then i must also try to memorize some answers,and then i must all should tried to memorial some answers,0.0,0.4,and then I must also try to memorize some answers,0.0
